,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
90,9,0,8,8,2,1,1,0,1,0,0,29,20,0
91,48,0,7,8,0,10,2,0,1,3,0,49,0,1
92,31,0,15,15,0,5,2,0,1,0,0,39,0,1
93,1,0,14,11,0,4,2,4,1,0,34,49,0,0
94,8,0,4,12,2,8,3,0,0,0,0,39,20,0
95,15,4,5,9,0,8,0,0,0,4,0,34,0,1
96,3,1,11,12,2,3,4,0,0,0,0,29,0,0
97,31,0,28,9,0,2,2,0,1,0,0,27,0,0
98,26,4,7,15,0,5,0,0,0,0,0,39,0,0
99,32,5,14,9,0,8,2,0,1,0,0,39,0,1
100,47,5,13,9,2,1,3,0,1,0,0,39,0,0
101,51,0,16,8,0,9,2,0,1,0,0,39,0,0
102,32,1,10,8,0,10,2,4,1,0,0,49,0,0
103,26,0,6,9,0,4,2,0,1,0,0,39,0,1
104,38,5,9,15,0,5,2,0,1,4,0,59,0,1
105,47,0,12,9,5,3,1,0,0,4,0,39,0,0
106,16,0,10,9,1,3,3,0,1,0,0,39,0,0
107,12,0,9,8,1,11,5,4,0,0,0,39,0,0
108,13,0,5,7,1,8,3,0,1,0,0,29,0,0
109,24,0,8,8,0,8,2,0,1,0,0,39,0,1
110,29,1,7,8,0,4,2,0,1,0,0,39,0,0
111,31,8,14,7,0,14,2,0,1,0,0,49,0,0
112,17,1,6,10,0,5,2,0,1,7,38,59,0,1
113,25,0,17,10,0,1,2,0,1,0,0,39,0,1
114,2,2,20,12,0,3,2,0,1,0,0,39,0,0
115,28,0,26,8,2,8,3,0,0,0,0,23,0,0
116,25,0,15,9,0,12,2,0,1,5,0,39,0,1
117,45,0,5,8,2,2,1,0,1,0,0,46,0,0
118,17,0,11,4,4,2,5,0,0,0,0,31,0,0
119,4,2,10,14,0,4,2,0,1,0,0,39,0,0
120,30,5,6,12,0,8,2,0,1,0,0,39,0,1
121,12,0,11,3,1,7,5,4,0,0,0,34,18,0
122,48,0,6,3,1,2,5,0,0,0,0,59,0,0
123,34,0,22,8,0,1,2,0,1,0,0,39,0,0
124,14,0,16,6,2,3,3,0,0,0,0,47,0,0
125,29,0,6,12,0,3,2,0,1,0,0,39,0,1
126,29,0,20,9,0,4,2,0,1,0,0,39,0,0
127,33,0,3,11,2,10,5,4,1,4,0,39,0,0
128,15,0,4,8,3,7,5,0,0,0,0,36,0,0
129,20,2,13,12,0,4,2,0,1,0,0,39,0,0
130,13,8,19,13,0,14,2,0,1,0,0,39,0,0
131,22,0,10,9,2,4,3,0,0,0,0,9,0,0
132,34,0,1,8,2,1,3,0,1,0,0,54,0,0
133,25,0,16,9,0,1,2,0,1,15,0,39,0,1
134,8,0,12,12,1,3,5,0,0,0,0,71,0,0
135,27,0,11,9,0,3,2,0,1,99,0,49,0,1
136,5,0,11,8,1,7,3,0,1,0,0,44,0,0
137,22,0,13,11,0,4,2,0,1,0,0,49,0,1
138,2,0,11,8,2,2,3,0,0,0,0,39,0,0
139,4,0,0,7,2,1,1,0,1,0,0,39,0,0
140,16,0,10,8,2,8,4,0,0,0,0,24,0,0
141,27,0,1,14,0,9,2,0,1,3,0,96,0,0
142,7,4,4,8,0,1,2,0,1,0,0,39,0,0
143,44,0,13,12,1,8,3,0,0,0,0,24,0,0
144,27,0,9,12,0,4,2,4,1,0,0,51,0,1
145,40,0,22,10,2,1,3,4,1,0,0,23,0,0
146,3,0,19,8,0,1,2,0,1,0,0,45,0,0
147,24,4,6,9,0,5,2,0,1,0,0,45,0,0
148,28,0,2,8,0,1,1,0,1,0,0,39,0,0
149,29,0,13,9,0,8,0,0,0,0,0,49,41,1
150,20,4,10,5,0,10,2,0,1,0,0,39,0,1
151,34,0,15,13,2,3,1,0,0,0,0,39,0,0
152,32,1,14,8,0,4,2,0,1,7,0,39,3,1
153,8,1,1,10,0,1,2,0,1,0,0,39,17,0
154,11,4,17,7,2,6,1,0,1,0,0,44,0,0
155,8,2,22,10,0,1,2,4,1,0,0,24,0,0
156,21,0,20,12,1,5,5,3,0,0,0,31,20,0
157,19,0,11,8,0,4,0,1,0,0,0,19,15,0
158,2,0,14,9,2,2,5,0,0,0,0,39,0,0
159,20,0,23,8,1,9,3,0,0,0,0,37,0,0
160,25,3,14,8,0,4,2,0,1,0,39,39,0,1
161,18,1,1,8,0,9,2,2,1,0,0,59,0,0
162,27,0,14,8,2,8,1,0,0,0,0,39,0,0
163,15,0,1,1,1,1,3,0,1,0,0,59,0,0
164,26,5,22,12,3,5,3,0,0,0,0,19,0,0
165,4,0,13,9,2,2,4,0,1,0,0,39,0,0
166,1,0,13,8,1,3,3,0,0,0,0,39,0,0
167,21,1,6,14,2,5,1,0,1,0,0,39,0,0
168,23,0,12,8,0,10,2,4,1,0,0,39,0,0
169,24,0,22,8,0,6,4,0,0,0,0,18,0,0
170,38,0,11,8,2,2,1,0,1,0,0,39,0,0
171,23,2,6,10,0,3,2,0,1,0,34,69,0,0
172,39,0,23,13,0,4,2,0,1,0,0,39,0,1
173,6,0,12,8,5,1,5,0,1,0,0,21,0,0
174,26,0,12,12,3,8,3,0,1,3,0,39,0,0
175,38,0,5,8,2,3,3,0,1,0,0,40,0,0
176,41,0,22,11,0,12,2,0,1,0,0,39,41,1
177,12,0,12,0,2,2,1,0,0,0,0,39,0,0
178,32,0,0,8,0,9,2,0,1,0,0,49,0,0
179,6,0,7,5,1,7,3,4,0,0,0,11,0,0
180,12,3,19,12,1,4,3,0,0,0,0,49,0,0
181,25,0,3,8,1,2,3,0,0,0,0,39,0,0
182,15,0,11,9,2,2,5,0,1,0,0,39,0,0
183,25,0,7,13,0,5,0,0,0,8,0,39,0,1
184,9,1,22,13,1,4,5,0,1,0,0,41,0,0
185,39,4,8,14,0,5,0,0,0,0,0,39,0,0
186,34,1,6,4,2,2,1,0,1,0,0,48,0,0
187,36,4,6,12,0,5,2,0,1,0,0,39,0,1
188,25,1,4,4,3,1,5,0,1,7,37,39,0,1
189,57,0,14,10,0,5,2,0,1,0,0,39,0,0
190,3,0,2,12,2,8,1,0,0,0,0,39,0,0
191,8,1,10,9,0,10,2,0,1,0,0,39,0,0
192,11,5,1,11,0,12,2,0,1,2,0,39,0,0
193,13,0,13,8,2,7,1,1,1,0,0,14,0,0
194,34,0,15,13,3,5,5,0,1,0,0,39,0,1
195,22,0,0,8,0,4,2,0,1,15,0,39,0,1
196,2,0,8,12,2,8,1,0,0,0,0,49,0,0
197,11,0,16,10,2,5,1,0,0,0,0,35,0,0
198,7,0,7,8,2,7,1,0,1,0,0,44,0,0
199,47,0,20,3,2,9,1,0,0,0,0,34,0,0
200,25,0,3,6,2,7,1,0,1,0,0,39,0,0
201,25,1,11,10,0,5,2,1,1,7,0,74,11,1
202,21,0,10,12,1,8,5,0,0,0,0,35,0,1
203,22,8,3,6,2,14,1,1,1,0,0,39,15,0
204,21,0,10,9,0,0,2,0,1,0,0,35,0,1
205,25,0,12,12,2,4,3,0,1,0,0,43,20,0
206,38,1,4,8,0,1,2,0,1,0,0,98,0,1
207,25,0,12,8,0,7,2,0,1,0,0,39,0,1
208,29,0,14,9,2,2,4,3,0,0,0,34,7,0
209,37,0,12,9,0,3,2,0,1,0,0,49,0,1
210,33,1,16,8,0,1,2,0,1,0,0,29,0,0
211,34,0,15,9,0,1,2,0,1,0,0,39,0,1
212,4,0,10,9,0,3,4,0,0,0,0,39,0,0
213,25,1,5,12,0,3,2,0,1,0,0,54,0,1
214,45,0,8,13,1,2,5,0,0,0,0,44,0,0
215,50,0,4,8,1,8,3,0,0,0,0,47,0,0
216,22,3,4,12,2,5,3,0,1,0,0,19,0,0
217,44,1,18,10,1,1,3,0,1,0,0,39,0,0
218,22,0,8,8,0,3,2,0,1,0,0,39,0,0
219,42,0,8,8,2,3,3,4,0,0,0,39,0,0
220,49,0,14,11,0,1,2,0,1,0,0,39,0,1
221,19,1,15,8,0,9,2,0,1,0,0,39,0,0
222,15,0,4,12,4,0,3,0,0,0,0,39,0,0
223,5,0,22,7,2,2,3,0,0,0,0,34,0,0
224,49,0,17,10,0,4,2,0,1,0,0,39,0,1
225,3,0,12,12,0,5,2,0,1,0,0,39,0,0
226,38,0,7,8,3,12,3,0,1,0,0,49,0,0
227,27,0,18,7,5,2,3,0,0,0,0,14,0,0
228,4,0,17,8,1,1,4,0,0,0,0,47,0,0
229,6,0,24,7,2,7,1,0,1,0,0,39,0,0
230,16,0,17,7,0,10,2,0,1,0,0,69,0,0
231,58,0,9,9,0,1,2,0,1,0,0,9,0,0
232,23,0,20,12,0,8,4,0,0,0,0,14,0,0
233,30,0,8,8,0,0,2,0,1,0,0,49,0,1
234,34,1,9,12,0,3,2,0,1,0,0,39,0,0
235,26,8,14,8,1,14,3,0,0,0,0,39,0,0
236,22,0,15,12,2,3,1,0,1,0,0,39,0,0
237,39,0,24,12,0,8,2,0,1,0,0,39,0,0
238,18,0,6,12,0,4,2,0,1,0,0,59,0,0
239,36,0,7,9,2,8,3,0,0,0,0,14,0,0
240,26,0,14,9,0,4,2,0,1,15,0,71,0,1
241,34,0,13,8,2,1,4,0,1,0,0,34,0,0
242,3,0,2,10,2,8,1,0,0,0,0,39,4,0
243,11,0,5,8,0,2,0,0,0,0,0,29,2,1
244,29,0,13,8,2,1,3,0,1,0,0,39,0,0
245,8,0,0,8,1,8,3,0,0,0,0,39,0,0
246,5,4,7,13,2,5,3,0,0,0,0,24,0,0
247,12,0,20,12,2,1,3,0,1,15,0,49,0,1
248,17,0,8,15,1,4,3,0,0,0,0,39,0,0
249,6,0,13,9,2,8,1,0,0,0,0,7,0,0
250,13,0,6,9,2,0,3,0,1,0,0,39,0,0
251,10,0,10,3,2,7,1,1,1,0,0,49,7,0
252,13,0,6,11,0,5,0,0,0,0,37,39,0,1
253,25,8,43,8,2,14,3,0,1,0,0,79,0,0
254,10,0,9,8,2,10,1,0,1,3,0,39,0,0
255,35,8,12,12,0,14,2,0,1,0,0,39,0,0
256,9,0,8,9,0,8,2,0,1,0,0,44,31,0
257,47,0,6,8,1,3,5,0,0,0,0,39,0,0
258,5,1,24,13,2,3,3,0,0,0,0,31,0,0
259,31,0,14,12,2,8,1,0,0,0,0,24,0,0
260,32,0,5,9,2,3,3,0,0,0,0,39,0,1
261,17,0,10,8,3,2,3,0,1,0,37,39,0,0
262,22,0,10,12,5,5,1,0,0,0,0,39,0,0
263,23,0,20,7,2,3,1,0,0,0,0,39,0,0
264,36,0,13,8,3,2,5,0,0,0,0,39,0,0
265,27,0,16,8,2,8,3,0,0,0,0,19,0,0
266,11,0,20,8,2,2,3,0,0,0,0,16,0,0
267,11,4,12,11,2,2,1,0,0,0,0,39,0,0
268,32,0,28,10,0,1,2,0,1,0,0,39,0,0
269,15,0,9,9,0,1,2,0,1,0,0,39,0,0
270,8,8,7,9,0,14,4,0,1,0,0,29,0,0
271,14,0,10,9,1,8,5,0,0,0,0,19,0,0
272,47,3,8,13,2,4,1,0,0,0,0,29,1,0
273,14,0,14,11,2,4,1,0,0,0,0,39,0,0
274,44,0,11,9,0,8,2,0,1,0,34,49,0,0
275,32,5,9,13,0,4,2,0,1,20,0,39,0,1
276,19,1,16,12,0,5,2,0,1,0,38,39,0,1
277,51,8,13,12,2,14,4,0,1,0,0,19,0,0
278,4,0,5,8,2,8,5,0,0,0,0,23,0,0
279,30,0,11,8,5,2,5,4,0,0,0,31,0,0
280,18,8,8,8,0,14,2,0,1,0,0,39,0,0
281,15,0,48,9,1,8,5,0,0,0,0,34,0,0
282,27,0,3,9,2,2,5,4,0,0,0,39,0,0
283,32,0,13,9,0,3,2,0,1,0,0,14,0,0
284,6,2,10,9,0,4,2,0,1,0,0,34,0,0
285,35,8,7,0,5,14,3,0,0,0,0,24,0,0
286,29,0,9,8,0,1,0,0,0,0,0,34,0,1
287,5,0,9,12,2,4,1,0,0,0,0,39,0,0
288,13,0,7,9,0,1,2,0,1,0,0,57,26,0
289,37,0,3,9,0,4,0,0,0,0,0,39,0,1
290,29,0,10,7,0,3,2,0,1,0,33,47,0,0
291,23,0,2,12,2,5,1,0,1,0,0,29,0,0
292,19,0,10,9,1,0,3,0,0,0,0,34,0,0
293,21,1,14,9,0,9,2,0,1,0,0,29,0,0
294,25,4,21,12,2,5,3,0,1,0,39,39,0,1
295,43,1,18,8,2,1,1,0,1,0,0,39,0,0
296,32,0,8,11,0,1,2,0,1,0,0,24,0,0
297,33,0,19,9,2,2,3,0,1,0,0,39,0,0
298,18,5,13,9,2,5,3,1,0,0,0,19,0,0
299,1,0,4,8,0,2,2,0,1,0,0,19,0,0
300,58,0,11,8,0,1,2,0,1,0,44,59,29,0
301,47,2,6,12,0,5,2,0,1,99,0,49,0,1
302,32,0,7,12,2,0,4,0,0,0,0,39,0,0
303,49,0,9,8,0,1,2,0,1,0,0,64,0,0
304,57,0,1,12,2,4,3,0,1,0,0,27,0,0
305,24,0,17,9,0,4,2,0,1,0,0,44,0,0
306,29,8,23,9,2,14,3,0,1,0,0,39,0,0
307,23,0,33,13,0,3,2,0,1,0,0,59,0,1
308,20,0,12,8,0,8,2,0,1,0,0,49,0,1
309,25,0,20,6,1,2,1,0,1,0,0,19,0,0
310,12,0,7,9,0,0,2,0,1,0,0,54,0,0
311,28,0,12,5,2,10,4,0,0,0,0,34,0,0
312,28,0,6,10,0,5,2,0,1,0,0,39,0,1
313,34,0,16,10,1,8,3,0,1,0,0,39,0,0
314,2,0,6,8,0,7,2,0,1,4,0,49,0,0
315,31,1,21,15,0,5,2,0,1,0,0,39,0,1
316,27,4,11,13,0,5,2,0,1,0,0,39,0,1
317,38,1,16,9,0,9,2,0,1,0,0,39,0,0
318,32,5,9,3,2,2,5,0,0,0,0,39,0,0
319,33,0,6,10,0,1,2,0,1,0,0,39,0,0
320,19,0,13,12,0,4,2,0,1,0,0,49,0,1
321,30,0,9,10,0,2,0,0,0,0,0,49,0,1
322,19,0,8,12,0,5,2,4,1,7,0,39,0,1
323,9,0,11,8,2,4,3,0,1,0,0,40,0,0
324,16,5,15,8,2,9,1,0,1,5,0,49,0,0
325,25,4,11,12,0,5,2,0,1,0,0,39,0,0
326,25,0,18,10,0,5,2,0,1,0,0,39,0,0
327,26,5,27,9,1,8,3,0,0,0,0,37,0,0
328,20,0,11,12,0,0,2,0,1,7,0,59,0,1
329,7,0,12,9,4,8,3,0,0,0,0,39,0,0
330,10,0,8,8,2,4,3,0,0,0,0,49,0,0
331,10,0,25,8,0,7,2,0,1,0,0,34,0,1
332,34,0,1,9,1,5,5,0,0,0,0,19,0,0
333,32,1,8,8,2,1,3,0,1,0,0,36,0,0
334,34,0,14,13,2,5,3,4,0,7,0,39,0,1
335,13,0,11,14,0,5,2,0,1,0,0,23,0,0
336,19,0,13,10,4,8,3,0,0,0,0,29,0,0
337,13,4,9,6,2,4,3,1,1,0,0,59,41,0
338,30,0,5,12,2,1,1,0,1,0,0,37,0,0
339,16,3,9,5,2,2,1,0,1,0,0,39,0,0
340,26,0,8,9,0,8,0,0,0,0,0,39,0,0
341,1,1,13,8,2,1,3,0,1,0,0,34,0,0
342,3,0,3,12,2,3,4,0,0,0,0,24,20,0
343,12,0,14,12,1,4,5,0,1,0,0,39,0,0
344,28,0,16,14,0,4,2,0,1,0,0,39,0,1
345,8,0,7,4,2,2,3,0,0,0,0,44,0,0
346,60,0,12,9,2,3,3,0,1,0,0,39,0,0
347,1,0,1,12,0,10,2,4,1,0,0,29,18,0
348,29,4,22,14,2,5,3,0,0,4,0,37,0,0
349,20,5,9,12,0,5,2,0,1,0,0,44,0,1
350,32,0,7,10,2,2,4,4,0,0,0,29,0,0
351,47,0,15,9,3,8,1,0,1,0,0,39,0,0
352,14,0,10,9,2,4,3,0,1,0,38,54,0,1
353,45,0,14,8,2,4,3,0,1,0,0,51,0,0
354,38,0,11,9,1,8,3,4,0,0,0,49,0,0
355,15,0,1,9,2,3,3,0,1,0,0,39,12,0
356,9,0,5,8,2,2,1,0,0,0,44,39,0,0
357,34,0,25,12,0,1,2,0,1,0,0,49,0,1
358,21,0,9,15,0,1,2,0,1,0,0,39,0,1
359,37,0,10,9,0,3,2,0,1,0,0,49,0,0
360,21,2,9,9,0,4,2,0,1,0,0,19,0,0
361,15,0,16,13,0,4,2,0,1,0,0,39,0,1
362,2,0,18,13,2,4,3,0,1,0,0,39,0,0
363,20,1,7,7,5,9,3,0,1,0,0,39,0,0
364,18,0,18,8,0,1,2,0,1,0,0,47,0,1
365,32,0,11,12,0,5,2,0,1,0,0,49,0,0
366,15,0,9,8,2,2,1,0,1,0,0,44,0,0
367,15,4,8,8,1,2,5,0,0,0,0,24,0,0
368,16,5,6,12,4,4,5,0,0,3,0,69,0,1
369,19,0,28,8,0,4,2,0,1,7,0,39,0,1
370,8,0,12,6,0,2,0,0,0,0,0,39,0,0
371,23,8,20,13,2,14,4,4,0,0,0,19,0,0
372,31,3,8,10,0,0,2,0,1,0,0,39,0,0
373,6,0,2,9,2,8,1,0,1,0,0,49,0,0
374,12,0,7,9,2,3,1,0,1,0,0,37,0,0
375,8,0,6,8,2,6,3,2,1,0,0,29,0,0
376,3,0,28,8,2,12,1,0,1,0,0,39,0,0
377,16,0,11,9,2,1,1,0,1,0,0,39,0,0
378,20,0,7,8,2,7,1,0,1,0,0,39,0,0
379,15,0,14,11,3,8,5,4,0,0,0,39,41,0
380,52,0,11,12,0,3,2,0,1,0,0,39,0,0
381,12,0,12,9,0,1,2,4,1,0,0,29,0,0
382,47,0,18,6,1,1,3,0,1,0,0,39,0,0
383,19,0,1,8,0,5,0,0,0,7,0,19,0,1
384,28,0,7,8,0,8,2,0,1,0,0,44,0,0
385,59,0,9,12,2,5,3,0,1,0,0,34,0,0
386,27,4,15,14,0,5,2,0,1,0,0,69,0,1
387,6,0,15,8,0,0,2,0,1,2,0,34,12,0
388,5,4,12,9,2,8,3,0,0,0,0,19,0,0
389,2,0,7,9,0,4,2,0,1,0,0,39,0,0
390,25,0,11,10,2,7,4,0,0,0,0,17,0,0
391,12,0,11,6,0,1,2,0,1,0,0,34,0,0
392,19,0,13,4,5,1,3,0,1,0,0,44,0,0
393,42,4,14,12,0,4,2,0,1,0,0,39,0,0
394,25,0,6,3,0,1,2,0,1,0,0,39,0,0
395,29,0,5,8,0,7,2,0,1,0,0,57,0,1
396,4,0,10,9,2,5,3,0,1,0,0,39,0,0
397,10,0,11,9,0,3,2,4,1,0,0,39,0,0
398,2,0,15,12,0,4,2,0,1,0,0,39,0,0
399,16,0,1,12,2,8,3,4,0,0,0,31,0,0
400,25,0,21,9,2,3,3,0,1,0,0,34,0,1
401,30,0,10,8,0,10,2,0,1,0,0,54,0,0
402,30,0,13,7,0,6,2,0,1,0,0,79,0,0
403,31,4,3,8,0,12,2,4,1,0,0,39,28,0
404,42,0,10,12,0,5,2,0,1,0,0,44,0,1
405,17,0,11,9,0,8,2,0,1,7,0,39,0,1
406,12,0,11,12,0,5,2,0,1,0,0,40,0,0
407,9,0,6,8,2,1,3,0,1,0,0,39,0,0
408,38,4,9,9,0,12,2,0,1,0,0,59,0,1
409,16,1,19,8,0,1,2,0,1,0,0,29,0,0
410,15,0,22,9,1,2,5,4,0,0,0,34,0,0
411,29,0,23,8,2,2,1,0,0,0,0,9,0,0
412,43,0,22,15,0,5,2,0,1,0,39,43,0,1
413,18,0,11,13,0,2,0,0,0,0,0,44,0,0
414,7,5,18,9,0,12,2,0,1,0,0,39,0,0
415,13,0,18,1,0,7,2,1,1,0,0,39,8,0
416,6,8,6,9,1,14,3,0,0,0,0,39,20,0
417,18,0,15,9,0,1,2,0,1,0,0,39,0,0
418,17,0,9,9,2,2,1,0,0,0,0,39,0,0
419,40,3,9,8,0,1,2,0,1,0,0,39,0,0
420,24,0,10,12,2,4,3,0,0,4,37,39,0,1
421,31,4,6,9,3,4,4,0,0,2,0,39,0,0
422,17,0,5,9,2,10,1,0,1,0,0,69,0,0
423,42,0,13,12,0,5,2,0,1,0,0,37,0,0
424,7,0,13,10,0,0,2,0,1,0,0,39,0,0
425,38,0,17,8,0,1,2,0,1,3,0,39,0,1
426,50,1,14,9,0,1,2,0,1,0,0,39,0,0
427,26,0,12,13,1,5,3,0,0,0,37,39,0,0
428,11,0,15,8,1,11,5,0,0,0,0,19,0,0
429,48,0,8,5,2,2,3,4,1,0,31,39,0,0
430,17,0,14,8,2,4,3,0,0,0,0,36,0,0
431,35,0,15,8,0,4,0,4,0,0,0,39,0,1
432,41,0,13,9,1,3,3,0,1,0,0,19,0,1
433,13,0,9,8,2,1,1,4,1,0,0,36,0,0
434,12,0,11,10,2,8,1,0,1,0,0,39,0,0
435,30,8,27,14,0,14,2,0,1,0,0,39,0,0
436,21,0,12,10,0,4,2,0,1,15,37,54,0,1
437,23,5,10,6,0,2,2,0,1,0,0,59,0,0
438,16,0,3,12,2,5,1,0,0,0,0,49,0,0
439,24,4,16,6,4,10,4,0,0,0,0,69,0,0
440,8,1,3,8,0,3,2,4,1,0,0,39,0,0
441,31,3,13,5,0,4,2,0,1,0,0,34,0,0
442,19,0,8,8,0,8,0,0,0,0,0,39,0,1
443,5,0,10,12,2,12,3,2,1,0,0,39,0,0
444,23,0,19,9,0,3,2,0,1,0,0,39,0,1
445,18,0,17,4,3,6,5,0,0,0,0,19,0,0
446,5,0,12,9,0,5,2,0,1,0,0,61,0,0
447,45,3,28,8,0,10,2,0,1,0,0,39,0,0
448,27,0,5,8,4,7,3,0,0,0,0,31,0,0
449,63,0,23,9,0,0,0,0,0,0,0,39,0,0
450,8,0,14,8,2,3,1,4,0,0,0,19,0,0
451,36,0,1,13,3,4,5,0,0,0,0,24,0,0
452,5,4,14,9,1,2,1,0,1,0,0,39,0,0
453,16,8,1,9,0,14,0,0,0,0,0,39,0,0
454,9,1,17,11,0,4,2,0,1,0,0,39,0,1
455,14,0,20,6,3,4,3,0,1,0,0,34,0,0
456,39,1,11,15,0,5,2,0,1,0,36,39,0,1
457,34,8,10,8,2,14,1,0,0,0,0,49,41,0
458,32,2,21,12,0,4,2,0,1,0,0,49,0,1
459,15,0,7,9,1,0,5,0,0,0,0,11,0,0
460,14,5,11,15,1,5,3,0,1,0,0,39,0,0
461,22,5,5,9,0,5,2,4,1,0,0,39,0,0
