,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
133,14,5,30,15,0,5,2,0,1,0,0,19,0,0
134,42,0,10,8,2,7,3,0,1,0,0,39,0,0
135,39,0,11,8,1,10,3,0,1,5,98,39,0,0
136,12,0,12,12,0,4,2,0,1,0,0,39,0,0
137,6,0,26,11,2,0,1,0,0,0,0,34,0,0
138,69,4,16,8,4,12,4,2,0,0,0,72,36,1
139,84,0,3,9,4,8,5,4,0,0,0,19,0,0
140,40,0,7,8,1,7,5,0,1,0,32,39,0,0
141,22,0,69,13,0,5,3,0,0,7,0,51,0,1
142,15,0,13,12,0,1,2,0,1,93,0,39,0,0
143,84,8,9,5,2,14,3,0,0,0,76,34,2,0
144,1,0,10,9,0,8,2,0,1,0,0,15,0,0
145,38,0,8,11,1,10,4,0,1,0,0,39,0,0
146,3,0,79,9,0,2,2,0,1,0,0,19,0,0
147,8,0,11,12,2,4,3,0,0,0,0,39,0,0
148,6,0,15,8,0,6,2,0,1,0,0,59,0,0
149,8,0,3,0,2,2,1,1,1,0,0,39,15,0
150,10,0,14,9,2,3,1,0,1,0,0,59,0,0
151,80,5,22,6,2,5,3,0,0,13,0,4,0,0
152,40,0,9,9,0,1,2,0,1,0,90,19,0,0
153,26,5,11,10,1,8,3,0,0,0,0,49,0,0
154,20,0,42,12,0,4,2,0,1,97,0,49,0,1
155,26,3,36,13,0,4,2,3,1,0,22,39,35,0
156,15,6,8,5,0,9,2,3,1,7,0,23,25,1
157,68,2,11,15,0,5,0,2,0,12,0,89,28,1
158,19,1,15,8,2,1,1,0,1,95,0,34,0,0
159,2,0,12,8,1,0,3,0,0,0,0,39,24,0
160,23,0,7,8,2,2,3,0,1,0,0,49,0,0
161,30,0,6,8,0,7,2,0,1,0,0,39,24,0
162,15,0,4,12,2,8,1,0,1,0,0,22,0,0
163,48,0,2,12,0,5,2,0,1,0,0,59,0,1
164,8,8,11,8,0,14,2,0,1,0,0,39,0,0
165,38,0,7,12,3,0,3,4,1,0,0,16,31,1
166,43,0,99,13,2,4,3,0,1,0,0,49,0,1
167,21,8,21,8,0,14,2,2,1,0,0,21,30,0
168,16,0,18,8,2,2,3,0,0,0,0,11,0,0
169,8,0,5,8,2,1,3,0,1,0,0,39,0,0
170,33,0,17,9,1,1,5,0,1,0,34,59,0,0
171,25,4,6,8,0,1,2,0,1,0,96,49,0,1
172,38,0,2,13,0,4,2,0,1,0,0,39,0,1
173,10,1,60,12,2,3,1,0,0,23,0,39,0,0
174,34,6,77,8,3,6,5,0,0,50,0,39,9,1
175,18,0,1,8,0,1,2,0,1,0,34,39,0,0
176,37,1,43,5,0,5,2,0,1,0,0,39,0,1
177,29,0,10,8,2,2,3,0,0,65,0,19,0,0
178,25,1,10,9,0,1,2,4,1,0,0,59,6,1
179,8,0,0,8,0,1,2,0,1,0,0,44,0,0
180,15,0,6,4,2,6,4,0,0,0,0,39,3,0
181,16,0,1,8,2,1,1,0,1,36,0,34,0,0
182,24,6,20,8,0,7,2,3,1,21,56,49,13,1
183,3,4,5,12,2,5,3,0,1,0,0,39,0,0
184,43,0,23,14,2,5,5,0,0,35,22,39,0,0
185,32,0,0,9,0,9,2,0,1,0,0,44,0,0
186,21,0,11,12,0,4,2,0,1,80,0,49,0,1
187,37,2,12,12,1,1,3,0,1,7,0,39,0,1
188,6,5,49,8,2,2,1,0,0,0,0,29,0,0
189,19,0,24,13,2,8,3,0,0,0,0,39,41,0
190,25,0,19,9,2,6,3,0,1,2,0,80,0,0
191,38,0,7,9,2,8,3,4,1,0,33,44,28,0
192,7,0,2,8,0,3,4,0,1,0,0,39,0,0
193,4,8,13,8,2,14,1,1,0,0,0,39,3,0
194,30,0,18,8,0,1,2,0,1,43,0,44,0,1
195,16,0,16,8,2,8,1,0,1,0,0,39,0,0
196,16,0,16,9,2,5,3,0,1,0,0,49,0,0
197,10,0,9,11,2,3,1,0,0,0,0,39,0,0
198,22,0,9,8,0,1,2,0,1,0,0,34,0,0
199,12,0,14,9,0,1,2,0,1,0,0,39,0,0
200,2,8,10,10,2,14,1,4,0,0,0,31,28,0
201,40,4,19,8,0,5,2,0,1,0,0,49,0,0
202,1,0,7,6,2,3,1,0,0,0,0,19,0,0
203,17,1,23,13,0,4,2,0,1,0,0,43,0,1
204,19,0,7,9,2,3,1,0,1,0,0,39,0,0
205,26,0,6,8,1,3,1,0,0,0,0,49,0,0
206,15,1,10,1,1,10,5,0,0,0,0,19,0,0
207,17,0,20,8,4,11,3,4,0,0,0,63,0,0
208,31,0,11,8,3,7,1,4,0,0,0,39,0,0
209,18,0,5,8,1,8,5,0,0,0,0,39,0,0
210,8,0,9,8,1,1,5,0,1,0,0,39,0,0
211,5,5,10,12,2,5,3,0,1,26,0,39,0,0
212,10,0,56,12,0,8,2,0,1,0,58,44,0,0
213,78,5,18,13,2,5,5,4,0,65,0,29,0,0
214,19,5,5,4,0,6,2,0,1,0,0,39,16,0
215,47,0,23,9,0,1,2,0,1,0,82,64,0,1
216,14,8,6,12,2,14,1,0,1,5,0,44,0,0
217,4,0,13,8,1,1,3,0,0,0,0,19,0,0
218,26,2,1,8,0,12,2,0,1,0,0,34,0,0
219,17,0,4,9,0,3,2,0,1,0,0,37,2,0
220,14,0,1,8,0,3,2,0,1,0,0,39,19,0
221,37,6,64,5,3,13,5,3,0,0,0,23,3,0
222,32,0,70,12,0,8,0,0,0,60,0,59,0,1
223,26,0,24,9,2,2,0,4,0,30,0,36,0,0
224,14,7,85,0,1,13,3,0,0,4,72,11,0,1
225,40,0,11,12,0,4,2,0,1,90,76,49,0,1
226,43,5,20,9,0,12,2,2,1,0,39,39,0,0
227,26,1,78,9,0,1,2,0,1,0,0,34,0,0
228,52,3,5,9,1,8,3,0,0,0,0,35,0,0
229,6,0,11,9,2,3,1,0,1,0,58,39,0,0
230,37,0,6,8,1,4,5,0,0,0,41,39,0,0
231,2,0,15,9,0,5,2,0,1,0,0,44,0,0
232,4,0,11,5,4,5,5,0,0,0,0,97,0,0
233,14,0,14,9,1,3,3,0,0,0,0,93,0,0
234,35,0,11,0,2,6,1,4,1,0,0,39,0,0
235,19,0,5,15,0,12,2,0,1,0,0,39,0,1
236,8,0,10,8,3,3,5,0,0,0,0,29,0,0
237,13,0,17,12,0,4,2,4,1,0,0,50,0,0
238,25,5,7,12,0,14,0,0,0,97,0,39,0,0
239,11,0,15,8,0,10,2,0,1,0,0,34,0,0
240,45,1,8,10,0,9,2,0,1,0,12,59,0,0
241,43,0,17,8,0,7,2,0,1,0,0,25,0,0
242,35,0,33,9,0,5,2,0,1,0,99,39,0,1
243,25,3,58,8,1,8,5,2,0,0,0,13,0,0
244,32,1,11,14,0,3,4,0,1,0,0,39,0,0
245,29,0,13,12,0,1,2,0,1,38,0,19,0,0
246,26,0,31,9,2,2,1,0,1,0,0,34,0,0
247,11,0,3,9,0,8,1,4,1,0,0,41,0,0
248,4,0,53,11,2,0,1,0,1,0,0,61,0,0
249,36,0,8,6,0,3,2,0,1,0,0,39,0,0
250,12,0,9,9,2,1,1,0,1,0,0,39,0,0
251,12,3,81,9,2,8,1,3,0,70,0,39,15,0
252,71,3,17,12,0,4,2,3,1,0,43,39,36,1
253,34,0,6,5,0,4,2,0,1,0,0,11,0,1
254,4,0,9,8,0,1,2,0,1,0,58,23,0,0
255,9,0,13,15,2,5,3,0,0,0,0,14,0,0
256,9,0,9,8,4,10,3,0,0,0,0,39,0,0
257,10,0,12,11,4,8,5,4,0,0,0,13,5,0
258,7,0,11,2,0,3,2,0,1,0,0,59,0,0
259,3,0,25,14,2,0,4,0,1,0,0,38,0,0
260,29,2,3,14,0,4,2,1,1,0,13,39,5,0
261,64,0,10,8,0,7,0,0,0,60,62,36,0,1
262,31,1,8,12,0,5,2,0,1,61,0,49,0,1
263,18,0,14,8,3,6,5,0,0,0,0,35,0,0
264,16,8,12,8,2,14,1,0,1,0,0,39,2,0
265,25,0,5,0,1,2,5,1,0,0,0,39,20,0
266,36,7,5,9,2,13,3,0,1,5,38,45,0,1
267,31,0,18,5,0,1,2,0,1,0,70,39,0,0
268,15,8,14,14,0,14,0,0,0,0,17,69,0,1
269,35,4,6,13,0,5,2,0,1,0,96,39,0,1
270,49,8,16,8,0,1,4,0,1,0,0,8,0,0
271,41,1,24,3,0,1,2,0,1,0,67,44,0,1
272,6,0,28,9,1,7,5,0,1,0,67,5,0,0
273,3,0,3,7,1,6,3,1,0,0,0,47,30,0
274,20,8,0,8,2,6,5,4,1,0,0,39,0,0
275,30,0,11,9,2,3,3,0,1,0,0,39,0,0
276,50,0,8,6,0,6,2,0,1,0,0,34,0,0
277,5,0,1,9,0,6,2,0,1,0,0,59,0,0
278,46,0,12,14,2,5,1,0,1,88,0,19,0,0
279,29,0,7,11,0,4,2,0,1,0,66,39,0,0
280,22,0,17,9,0,7,2,0,1,87,0,39,0,0
281,24,0,16,9,2,8,1,0,0,0,0,19,14,0
282,26,0,11,12,2,4,3,0,1,0,0,19,0,0
283,7,8,18,8,2,14,1,0,0,12,0,23,0,0
284,5,0,6,9,0,1,2,0,1,0,0,74,29,0
285,6,0,6,6,2,6,1,1,1,0,0,34,0,0
286,16,4,2,10,0,5,2,0,1,99,0,49,0,1
287,19,5,2,3,2,1,1,0,1,0,0,66,0,0
288,16,1,9,12,2,0,3,4,1,0,0,39,0,0
289,45,0,8,10,0,3,2,0,1,0,0,39,0,0
290,10,1,10,12,2,3,1,0,1,0,0,39,0,0
291,57,5,22,8,0,3,2,3,1,0,0,59,14,1
292,9,5,5,12,2,5,4,0,0,0,84,24,23,0
293,22,3,42,12,0,5,2,0,1,15,0,5,0,1
294,53,0,11,9,0,8,0,0,0,0,0,34,0,0
295,4,0,1,5,0,7,2,0,1,0,12,31,0,0
296,41,0,9,8,2,2,3,0,1,0,98,39,0,0
297,40,0,5,2,4,10,3,0,0,65,0,39,0,0
298,4,0,13,9,0,10,2,0,1,0,14,24,0,0
299,48,4,12,8,0,12,2,4,1,7,0,44,0,1
300,24,5,25,10,0,14,2,0,1,0,82,39,0,0
301,39,5,94,12,0,3,2,0,1,80,0,59,0,1
302,6,0,10,9,2,3,1,0,1,0,0,39,0,0
303,33,0,11,12,1,3,5,0,1,0,0,15,0,0
304,10,0,12,8,0,8,0,0,0,65,0,98,0,0
305,74,0,30,15,0,1,2,0,1,29,0,21,0,0
306,25,0,66,4,0,1,2,4,1,26,0,29,0,0
307,37,7,40,12,2,7,3,4,1,49,0,39,36,1
308,45,0,7,3,0,1,2,0,1,0,0,29,0,0
309,40,5,13,12,2,3,3,0,1,78,0,49,0,1
310,4,0,6,9,2,2,3,0,0,0,0,39,0,0
311,28,0,10,8,1,0,5,0,0,0,0,39,0,0
312,16,0,13,8,2,12,1,4,1,0,0,41,0,0
313,35,0,3,9,1,2,5,0,1,0,0,39,0,0
314,4,4,14,12,2,5,1,0,0,29,22,52,0,0
315,14,0,21,8,5,2,3,4,1,0,0,79,0,0
316,53,0,10,10,3,2,3,0,0,0,0,13,0,0
317,1,0,5,12,2,0,1,0,0,0,0,39,0,0
318,38,0,11,4,1,1,3,0,1,0,81,41,19,0
319,47,0,78,8,1,1,5,0,1,97,0,59,28,0
320,3,0,1,12,2,3,1,0,0,58,0,44,0,0
321,26,4,28,12,0,5,2,0,1,0,0,49,0,1
322,28,4,11,10,0,5,3,0,0,6,79,76,0,1
323,7,0,12,12,2,3,1,4,0,85,0,22,31,0
324,2,0,15,9,3,7,5,0,0,0,0,19,0,0
325,28,0,6,15,0,1,2,1,1,83,0,34,39,1
326,41,0,12,12,0,8,2,0,1,0,0,39,0,0
327,25,8,19,12,0,14,2,4,1,0,0,39,0,0
328,9,1,10,8,2,9,1,0,1,0,0,39,0,0
329,28,0,2,8,2,1,3,0,1,0,0,29,0,0
330,25,0,24,10,2,0,3,0,1,0,0,54,0,0
331,17,0,1,8,0,1,2,0,1,99,38,39,0,1
332,28,0,8,9,4,12,3,0,1,0,0,49,0,1
333,84,1,2,6,4,1,4,3,0,0,0,34,28,0
334,44,0,1,8,2,7,1,0,1,0,0,39,0,0
335,33,0,10,0,0,4,0,0,0,50,93,39,0,1
336,11,0,7,8,0,1,2,0,1,4,0,39,0,0
337,9,0,53,0,2,2,3,0,1,0,0,39,0,0
338,40,4,27,5,1,7,5,4,1,0,0,39,0,0
339,5,0,11,3,2,10,3,0,1,0,0,39,0,0
340,16,0,4,8,2,3,0,0,0,0,15,39,4,1
341,12,0,13,8,2,6,1,0,1,0,0,41,0,0
342,28,8,15,8,2,14,1,1,1,0,1,31,40,0
343,60,4,2,8,0,2,2,0,1,0,0,39,0,0
344,62,0,94,10,0,0,2,0,1,0,0,60,0,1
345,1,0,12,8,1,2,3,0,1,0,0,61,0,0
346,10,0,56,6,0,10,2,0,1,0,0,39,0,0
347,9,8,9,8,4,14,3,0,0,16,0,39,0,0
348,26,0,15,8,2,2,3,0,0,0,0,29,0,0
349,18,0,11,8,0,2,2,0,1,0,0,39,0,0
350,60,4,6,8,0,5,2,0,1,64,0,49,20,0
351,21,0,2,13,1,4,3,4,0,0,0,15,0,0
352,29,0,18,8,0,1,2,0,1,43,0,39,0,1
353,82,0,49,1,2,11,1,4,0,0,0,37,0,0
354,1,0,11,14,2,5,0,0,0,0,0,39,0,0
355,30,0,10,8,0,10,2,0,1,0,0,39,0,0
356,43,0,17,8,0,7,2,0,1,0,0,39,0,0
357,13,8,14,9,2,14,1,0,1,0,0,34,0,0
358,28,0,6,5,0,10,2,0,1,0,0,38,0,0
359,43,0,5,8,3,6,3,0,0,0,44,39,0,0
360,28,8,8,9,1,4,3,0,1,0,32,49,28,0
361,4,0,11,8,0,1,2,0,1,0,0,2,0,0
362,64,4,21,12,0,5,3,0,0,55,0,72,7,1
363,22,0,11,13,2,5,5,0,0,0,0,19,16,0
364,17,0,9,14,0,5,0,0,0,2,91,39,0,0
365,20,0,18,9,2,8,1,0,0,0,0,39,0,0
366,5,2,9,9,2,4,3,0,1,0,0,27,21,0
367,9,0,2,13,2,8,3,0,0,0,0,18,0,0
368,15,0,10,8,0,1,2,0,1,86,0,39,0,1
369,10,0,11,8,2,1,3,0,1,0,52,39,0,0
370,47,0,10,8,4,10,4,4,0,94,0,39,0,0
371,7,0,14,12,1,1,3,0,1,2,0,39,0,0
372,17,0,17,12,2,3,3,0,1,0,0,39,0,0
373,17,0,12,8,2,8,4,4,0,0,0,39,0,0
374,2,0,2,9,2,8,1,0,1,0,0,39,0,0
375,3,0,25,8,1,6,1,0,1,0,0,47,0,0
376,3,3,6,8,1,8,5,2,0,0,0,39,23,0
377,28,0,12,4,0,6,2,0,1,0,0,44,0,0
378,19,0,11,12,2,3,3,0,1,0,0,39,0,0
379,11,5,9,8,0,6,2,0,1,0,0,39,0,0
380,60,0,22,9,1,1,3,0,1,0,0,39,0,0
381,17,3,11,11,0,4,2,0,1,0,0,54,0,1
382,24,2,59,10,2,3,3,0,0,0,0,14,0,0
383,4,0,43,2,2,11,1,0,0,0,0,34,20,0
384,1,5,19,13,0,3,2,0,1,54,82,59,0,1
385,49,0,90,9,0,1,2,4,1,0,0,39,0,0
386,2,3,16,8,1,1,5,4,0,62,0,59,0,0
387,14,0,13,13,1,4,3,4,1,0,0,22,0,0
388,19,3,10,9,0,3,2,4,1,7,0,39,31,1
389,49,0,8,2,0,2,2,0,1,0,0,39,0,0
390,5,0,56,13,0,5,2,0,1,0,0,39,0,0
391,34,0,10,12,2,5,1,0,0,0,0,39,0,0
392,17,0,20,9,3,2,1,0,0,95,0,24,36,0
393,3,0,6,8,0,10,2,0,1,0,0,39,0,0
394,26,0,13,8,1,8,5,0,0,0,0,39,0,0
395,29,1,15,8,2,8,3,0,0,0,0,39,0,0
396,38,0,20,12,1,2,3,0,0,0,0,39,0,0
397,31,0,43,9,2,2,1,0,1,0,0,47,0,0
398,15,5,6,12,2,4,1,0,1,0,10,34,0,0
399,1,0,7,3,2,1,1,0,1,0,0,39,0,0
400,13,8,11,9,2,14,1,0,0,0,0,31,0,0
401,18,0,13,8,0,8,2,0,1,0,70,39,0,0
402,6,5,18,8,2,14,4,0,1,0,0,41,0,0
403,17,5,13,9,2,8,1,0,0,0,0,39,0,0
404,6,0,14,9,3,8,3,0,0,0,0,15,0,0
405,8,0,0,9,1,4,5,0,0,70,0,39,0,0
406,43,5,6,9,1,8,5,0,0,0,0,37,0,0
407,30,1,7,12,0,5,2,0,1,0,94,6,0,1
408,40,0,10,9,2,2,1,3,0,0,0,39,29,0
409,2,0,1,8,0,7,3,0,1,0,21,34,0,0
410,50,3,10,12,1,4,5,2,0,0,0,39,23,0
411,36,0,11,9,0,4,2,0,1,0,38,39,0,1
412,8,0,15,8,4,0,3,0,0,30,0,12,0,0
413,47,2,5,9,2,3,1,0,0,0,0,20,0,0
414,5,0,11,2,4,11,3,0,0,0,0,34,0,0
415,4,0,18,8,1,2,3,0,0,0,22,39,41,0
416,6,8,9,6,2,14,3,0,1,0,0,39,0,0
417,29,0,1,12,0,6,2,0,1,0,0,39,0,0
418,81,7,86,2,2,9,3,0,0,6,62,69,0,1
419,45,0,8,8,2,1,3,0,1,0,0,49,4,0
420,2,0,12,8,1,7,3,0,1,0,0,39,0,0
421,31,0,10,8,2,7,1,0,1,0,0,44,20,0
422,19,4,13,8,2,8,3,0,1,1,0,39,0,0
423,6,8,37,8,1,14,3,0,1,0,0,29,0,0
424,27,4,7,8,1,1,3,0,1,0,0,39,0,0
425,19,0,9,5,0,3,2,0,1,0,0,23,0,0
426,23,0,14,3,2,1,3,4,1,0,0,19,0,0
427,35,0,7,9,2,12,3,0,1,0,0,39,0,0
428,10,0,60,8,2,3,3,0,0,0,7,39,29,0
429,14,1,15,12,1,4,1,0,0,0,0,19,0,0
430,12,3,10,8,2,8,1,3,0,0,0,39,22,0
431,19,0,6,8,1,1,5,4,1,0,0,39,0,0
432,28,1,14,9,0,4,2,4,1,0,0,2,0,0
433,15,8,15,5,3,14,1,0,0,0,0,31,0,0
434,60,0,22,5,1,5,3,0,0,0,0,19,0,0
435,16,0,3,8,1,1,3,0,0,0,0,44,0,0
436,40,3,12,14,0,9,2,0,1,0,0,39,0,0
437,42,0,13,6,2,2,1,0,0,0,0,39,0,0
438,17,1,13,11,3,14,1,0,0,0,20,39,0,0
439,3,0,10,2,1,5,3,0,1,0,85,21,0,0
440,12,0,11,9,0,4,2,0,1,0,0,34,0,1
441,29,0,11,8,2,2,1,0,1,0,0,39,0,0
442,9,0,14,9,2,3,5,4,0,0,0,17,0,0
443,54,8,36,14,2,14,3,0,0,77,0,19,0,0
444,23,1,10,8,2,3,1,0,1,0,0,64,0,0
445,4,0,11,12,4,3,5,4,1,54,0,39,31,0
446,34,3,43,9,0,8,2,3,1,0,0,39,39,0
447,53,0,8,12,2,5,1,0,0,0,0,39,0,0
448,72,0,7,5,0,7,2,0,1,48,39,39,24,1
449,26,1,5,5,0,3,2,0,1,14,0,44,0,1
450,16,0,14,9,0,4,2,4,1,0,0,44,0,0
451,3,8,11,8,0,14,0,0,0,0,0,37,29,0
452,11,8,37,6,0,6,2,0,1,0,0,19,0,0
453,7,0,8,6,2,3,3,0,0,0,0,39,0,0
454,20,8,31,5,0,14,2,0,1,0,0,39,0,0
455,21,8,8,15,2,14,1,0,0,0,0,11,0,0
456,23,1,20,8,2,12,1,4,1,70,0,39,41,0
457,15,2,43,8,0,1,2,0,1,0,0,29,0,0
458,18,0,19,9,0,8,2,0,1,64,0,39,0,0
459,1,0,8,9,0,7,2,0,1,0,0,12,0,0
460,24,0,2,9,1,8,3,4,0,0,8,23,18,0
461,29,1,10,9,1,1,0,2,1,81,0,39,0,0
