,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
121,2,8,4,6,2,14,3,0,0,0,0,12,0,0
122,4,0,20,8,0,9,2,0,1,0,0,36,0,0
123,32,5,55,12,0,5,0,0,0,4,66,88,0,1
124,22,0,11,8,2,1,1,0,1,0,0,37,0,0
125,19,0,12,15,0,12,2,0,1,0,0,49,0,0
126,4,0,11,0,2,4,3,0,0,0,17,34,41,0
127,66,8,12,8,2,14,4,3,0,77,37,24,8,0
128,14,0,1,8,0,1,2,0,1,0,0,39,0,0
129,33,0,0,8,0,10,2,1,1,0,0,54,13,0
130,27,0,50,5,2,3,1,1,0,0,0,24,10,0
131,27,0,17,12,3,8,3,0,0,0,0,35,0,0
132,6,0,8,1,2,8,3,0,0,50,0,23,0,0
133,23,1,15,12,0,1,2,0,1,0,14,39,18,0
134,36,0,9,8,1,3,3,0,1,0,0,69,12,0
135,12,0,8,8,0,1,2,0,1,0,0,41,0,0
136,26,0,1,12,0,3,2,0,1,0,0,39,0,0
137,36,0,11,13,2,0,3,0,1,0,0,44,0,0
138,80,0,12,13,0,4,2,0,1,0,0,49,0,1
139,10,0,18,8,0,1,2,3,1,0,14,44,41,0
140,20,0,15,15,4,5,3,0,0,0,0,15,0,0
141,21,0,9,9,0,1,2,0,1,0,0,49,0,1
142,12,0,20,8,0,1,2,0,1,0,0,39,0,0
143,27,0,60,8,2,2,3,0,0,0,0,29,0,0
144,12,4,14,15,0,1,2,0,1,0,0,39,0,0
145,18,5,10,4,2,2,1,0,1,0,0,14,0,0
146,5,0,14,8,1,8,5,4,0,74,0,24,0,0
147,33,4,12,8,1,8,5,0,0,29,0,29,20,0
148,20,0,21,11,2,9,1,0,1,0,0,49,0,0
149,15,4,14,12,0,4,2,0,1,0,0,39,0,1
150,11,0,11,5,0,1,2,1,1,0,0,39,41,0
151,19,0,10,12,2,8,5,0,0,0,0,11,0,0
152,12,1,4,9,2,1,4,3,1,0,32,34,28,0
153,44,0,92,9,1,2,5,0,0,0,0,97,0,0
154,18,0,61,6,1,6,5,0,1,26,32,57,0,0
155,49,2,13,11,2,0,1,0,0,0,0,24,20,0
156,14,0,79,12,2,5,1,0,1,97,0,39,0,0
157,13,0,43,7,0,1,2,0,1,0,0,49,0,0
158,35,0,7,8,2,4,1,0,1,0,0,39,0,0
159,3,0,14,13,2,4,3,0,0,0,0,15,3,0
160,10,0,17,8,2,2,1,0,0,0,0,47,0,0
161,12,0,1,8,2,3,1,0,0,0,15,86,0,0
162,17,0,4,12,2,3,1,0,1,0,0,49,4,0
163,29,5,42,12,0,4,2,2,1,0,0,39,28,1
164,22,0,9,10,2,8,5,0,1,0,0,34,0,0
165,26,0,21,13,0,3,2,0,1,0,0,49,0,1
166,32,0,33,8,2,1,3,0,1,79,0,69,19,0
167,15,0,17,9,0,4,2,1,1,0,66,39,40,0
168,62,0,23,8,0,10,2,0,1,0,0,39,32,0
169,48,0,20,8,2,1,3,0,1,0,29,39,0,0
170,77,8,13,8,1,11,3,4,0,0,0,39,0,0
171,36,0,14,12,0,3,2,0,1,0,0,29,0,0
172,25,0,20,9,0,3,2,0,1,0,0,39,0,1
173,11,0,4,15,1,1,5,4,1,0,0,47,0,0
174,26,0,16,9,2,8,3,0,1,0,0,54,0,0
175,47,1,12,6,2,1,1,0,1,0,21,39,0,0
176,40,0,17,9,0,10,2,0,1,15,44,57,0,1
177,25,0,5,12,2,3,3,0,1,0,0,39,0,0
178,6,8,12,2,1,11,5,4,0,9,22,46,0,0
179,37,0,4,8,0,3,2,0,1,99,96,34,0,1
180,72,4,60,9,0,4,3,0,0,6,10,72,0,1
181,7,0,3,13,2,4,3,0,1,0,0,44,0,0
182,22,4,52,13,0,5,2,0,1,73,0,60,0,1
183,29,0,78,9,2,1,1,0,1,0,0,39,41,0
184,31,8,17,2,0,11,2,0,1,0,0,39,0,1
185,25,6,22,9,2,13,3,1,1,0,0,39,10,0
186,11,0,8,9,2,2,4,0,1,0,0,44,0,0
187,49,0,18,15,0,12,2,0,1,0,22,39,0,0
188,30,0,12,8,0,4,2,0,1,0,0,30,0,1
189,13,0,30,12,0,5,2,0,1,86,0,39,0,1
190,46,8,24,7,0,6,2,0,1,0,35,39,0,0
191,24,4,43,15,2,1,3,0,1,0,0,39,0,0
192,10,0,10,9,1,7,3,0,1,0,0,39,2,0
193,49,0,21,11,1,0,3,0,0,24,0,19,4,0
194,47,0,1,6,1,1,3,0,1,0,0,39,0,0
195,80,0,67,8,0,4,2,0,1,0,0,39,0,1
196,24,1,29,8,1,8,3,0,0,0,0,39,0,0
197,28,0,10,9,2,4,5,0,1,0,32,24,0,0
198,6,8,8,7,0,14,0,0,0,50,45,72,0,1
199,24,5,15,9,2,12,1,4,1,0,14,39,16,0
200,42,0,10,9,0,5,2,0,1,0,0,39,0,0
201,20,0,14,11,1,0,5,4,0,0,0,39,0,0
202,13,0,10,9,0,8,0,0,0,0,0,34,20,0
203,18,5,2,9,1,8,3,0,0,9,0,14,3,0
204,15,0,6,8,2,11,1,0,1,0,0,49,20,0
205,2,3,8,8,2,6,3,0,1,0,0,54,0,0
206,3,1,12,8,2,1,3,0,1,0,0,39,0,0
207,36,0,5,9,5,1,3,4,1,93,0,19,0,0
208,7,4,10,0,2,2,1,0,1,30,0,39,0,0
209,10,0,10,12,2,8,3,0,0,2,0,39,0,0
210,23,0,9,8,0,1,2,0,1,0,0,29,12,0
211,42,8,12,9,2,14,0,0,0,0,0,35,0,0
212,16,0,13,13,0,5,2,4,1,0,22,39,28,0
213,14,0,86,13,2,5,1,0,0,0,0,39,0,0
214,4,0,12,9,2,2,5,0,1,0,0,17,0,0
215,23,2,68,10,0,0,2,1,1,0,99,70,29,1
216,16,0,11,8,1,1,3,0,1,0,0,64,0,0
217,50,0,13,8,0,3,2,0,1,2,93,49,0,1
218,17,0,12,15,1,1,3,0,0,0,97,39,0,0
219,21,0,7,12,0,4,2,0,1,0,29,39,0,1
220,60,0,12,10,2,0,1,0,0,81,54,27,0,1
221,17,1,10,9,0,1,2,4,1,0,0,39,0,0
222,7,0,68,8,2,1,1,0,0,0,0,39,0,0
223,18,5,30,8,0,12,2,0,1,0,0,34,0,0
224,22,7,7,11,2,12,3,2,1,0,67,39,23,0
225,30,0,6,13,2,5,3,0,0,43,0,69,0,0
226,19,0,6,8,2,8,1,0,0,33,0,71,0,0
227,32,4,24,8,2,7,1,0,1,0,0,44,0,0
228,44,0,2,9,4,7,3,2,0,46,0,39,17,0
229,20,4,43,8,2,6,1,0,1,0,0,39,0,0
230,13,0,6,13,2,5,3,0,0,0,0,39,0,0
231,18,0,7,7,2,3,1,0,1,0,32,39,0,0
232,15,0,8,6,2,3,1,0,1,0,0,39,0,0
233,26,2,10,8,0,1,2,0,1,0,44,3,0,1
234,68,8,45,8,5,12,0,0,0,6,0,22,38,1
235,26,0,18,8,0,10,2,0,1,0,0,39,28,0
236,20,0,1,10,4,3,5,0,0,0,87,39,0,0
237,15,0,6,10,1,0,3,0,0,0,0,13,0,0
238,43,0,19,10,2,4,1,4,1,0,0,39,0,0
239,14,0,93,8,2,7,0,0,0,0,0,56,0,1
240,11,2,12,12,2,8,3,0,0,0,0,39,0,0
241,19,0,97,14,2,5,3,0,0,0,0,96,0,1
242,23,2,9,9,0,11,2,0,1,5,15,54,2,1
243,65,0,12,8,0,1,2,0,1,0,0,39,0,0
244,8,8,17,14,2,14,3,4,0,59,0,24,0,0
245,50,0,19,12,2,3,0,4,0,0,0,13,0,0
246,33,0,15,9,0,1,2,4,1,4,44,39,40,1
247,25,0,12,11,2,2,3,0,1,0,0,19,0,0
248,28,0,14,5,2,8,1,4,0,24,12,39,4,0
249,15,0,11,6,1,6,3,0,1,14,67,39,0,1
250,63,5,12,13,0,5,2,0,1,0,0,39,0,0
251,21,0,7,12,0,3,2,0,1,0,84,39,0,1
252,32,4,7,12,2,4,3,0,1,0,69,49,0,0
253,34,0,72,12,2,4,1,0,0,0,0,49,0,0
254,6,0,11,4,2,5,1,0,0,0,37,39,0,0
255,15,0,13,4,0,1,1,0,1,0,20,49,0,1
256,31,1,13,8,0,1,2,0,1,0,0,39,0,0
257,21,1,90,9,6,3,2,0,1,0,96,49,0,1
258,17,0,2,9,1,4,3,0,0,69,0,39,3,0
259,28,0,12,9,3,7,5,0,0,0,0,39,36,0
260,4,1,21,8,2,1,1,0,1,0,52,61,0,0
261,1,0,15,12,2,0,1,0,1,0,81,92,0,0
262,43,0,19,8,0,8,2,0,1,0,0,29,0,0
263,22,1,1,9,0,4,2,0,1,82,34,59,35,0
264,15,0,18,6,2,6,1,0,1,0,0,39,0,0
265,20,0,7,4,0,6,2,0,1,0,0,49,0,0
266,27,0,78,8,2,10,1,0,1,0,0,24,0,0
267,52,0,7,8,2,8,3,4,0,0,0,39,0,0
268,5,0,13,8,0,1,2,0,1,0,22,38,0,0
269,20,1,8,9,2,12,3,0,0,65,0,97,0,0
270,9,0,14,5,2,2,3,0,0,43,0,97,0,0
271,12,0,17,9,1,1,3,0,1,0,0,39,0,0
272,46,0,8,10,2,5,3,0,0,17,0,7,0,0
273,7,0,55,12,0,4,2,3,1,0,0,49,35,0
274,14,0,5,9,0,7,2,0,1,0,0,39,0,0
275,35,0,13,4,0,0,2,4,1,37,0,39,0,0
276,3,0,11,9,0,3,2,0,1,0,0,39,0,0
277,8,2,6,8,0,1,2,0,1,0,33,19,0,0
278,43,1,2,8,0,3,2,0,1,0,0,19,0,1
279,20,0,14,9,2,2,1,0,0,0,8,19,0,0
280,7,5,20,12,0,4,2,3,1,78,0,19,14,1
281,37,5,90,14,0,1,2,0,1,5,0,39,0,1
282,14,0,12,12,4,8,4,0,0,0,0,39,0,0
283,70,0,16,3,0,10,2,0,1,48,0,49,0,1
284,11,4,20,12,0,0,2,0,1,0,0,14,0,0
285,10,6,1,8,1,8,1,4,1,0,0,39,0,0
286,13,2,78,10,2,9,3,0,0,6,92,27,0,1
287,36,0,19,12,0,1,2,0,1,83,0,14,0,1
288,6,2,22,12,0,3,2,0,1,2,0,39,0,0
289,20,0,6,12,2,4,3,1,0,0,0,35,30,0
290,34,0,1,13,0,4,2,0,1,61,0,3,0,0
291,8,1,4,9,0,1,2,0,1,0,1,39,0,0
292,29,4,33,12,0,4,2,4,1,0,0,39,21,0
293,19,1,1,12,1,8,5,0,0,0,0,39,0,0
294,2,0,81,12,4,7,3,0,0,0,0,39,0,0
295,26,1,15,9,0,4,2,0,1,48,36,59,0,1
296,11,1,8,8,0,9,2,0,1,0,0,61,0,0
297,57,5,11,8,5,10,5,2,1,0,96,39,20,1
298,28,0,3,10,1,7,5,0,1,0,0,34,0,0
299,33,0,13,11,2,9,3,0,1,0,0,39,0,0
300,34,0,16,7,0,3,2,0,1,0,0,59,0,1
301,6,0,12,9,0,5,0,0,0,56,0,39,0,0
302,10,0,10,12,2,9,3,4,1,0,0,49,0,0
303,18,0,81,8,0,8,0,0,0,0,76,13,0,0
304,35,0,2,8,0,7,2,0,1,0,0,49,0,1
305,36,0,6,12,0,5,2,0,1,54,0,39,0,1
306,12,8,7,9,2,14,1,0,1,0,0,66,0,0
307,23,0,12,10,3,5,3,4,1,0,0,39,0,0
308,3,5,22,8,2,4,3,0,1,0,0,34,2,0
309,19,0,0,13,0,5,2,0,1,0,0,59,0,1
310,14,0,1,8,2,1,1,0,1,0,0,44,0,0
311,17,0,16,12,0,3,2,0,1,0,0,39,0,1
312,18,0,81,12,2,3,3,0,0,0,0,87,0,0
313,22,0,3,12,1,0,3,0,0,0,0,39,31,0
314,22,5,7,0,2,13,1,0,1,7,0,49,0,1
315,8,0,0,8,0,3,2,0,1,0,34,34,0,0
316,39,1,1,9,0,1,2,0,1,0,94,39,0,1
317,28,0,6,8,2,6,5,4,1,0,0,39,0,0
318,13,0,2,8,1,3,3,0,0,0,0,83,0,0
319,26,5,23,15,0,5,2,0,1,24,0,39,0,1
320,25,0,10,14,2,5,4,0,1,0,0,74,0,0
321,3,0,6,8,2,6,3,0,0,0,0,39,0,0
322,6,0,12,8,0,3,0,0,0,0,7,44,0,0
323,25,0,1,12,1,4,5,0,0,0,37,44,0,0
324,39,0,4,12,4,8,5,4,0,0,0,44,0,0
325,35,4,60,8,2,2,1,0,0,74,0,39,0,0
326,59,3,12,5,2,13,3,0,1,0,0,60,0,1
327,40,0,12,9,0,1,2,0,1,0,0,41,0,0
328,54,1,58,12,2,8,3,3,0,43,0,35,5,0
329,31,0,17,8,2,12,3,4,1,0,0,44,0,0
330,12,7,9,8,1,0,3,2,0,0,0,39,17,0
331,26,0,12,9,4,8,3,4,0,0,0,31,0,0
332,38,2,6,13,0,4,2,0,1,18,0,49,0,0
333,30,1,13,15,0,4,2,0,1,0,0,39,0,1
334,49,0,2,8,0,2,2,0,1,0,52,19,0,0
335,15,0,8,9,0,1,2,0,1,36,0,63,0,1
336,29,8,12,10,2,14,3,0,1,0,0,59,0,0
337,79,0,19,12,2,4,1,4,1,0,0,38,0,0
338,29,3,11,13,0,5,2,0,1,64,0,39,0,0
339,27,0,10,12,1,2,3,0,0,0,0,39,0,0
340,23,0,9,9,2,1,1,0,1,0,0,2,0,0
341,62,4,8,8,0,6,1,2,1,0,0,39,33,0
342,9,0,15,8,0,1,2,0,1,0,0,39,0,0
343,3,5,11,8,0,10,0,0,0,79,17,36,0,1
344,17,2,1,14,0,4,2,0,1,0,0,39,0,1
345,21,0,3,8,2,0,1,0,1,0,0,49,0,0
346,10,0,16,8,4,3,5,4,1,0,0,37,0,0
347,32,0,19,8,3,7,5,0,0,73,0,13,0,0
348,19,0,37,8,2,8,3,0,0,0,0,17,0,0
349,62,3,15,8,0,8,2,0,1,0,0,39,0,0
350,26,0,2,8,1,2,3,1,0,74,0,39,4,0
351,11,0,12,11,2,4,4,0,0,0,0,15,0,0
352,43,1,5,8,2,7,3,0,1,0,0,44,0,0
353,36,1,12,8,2,8,1,0,0,12,84,19,0,0
354,57,5,11,9,0,12,2,0,1,0,0,49,0,1
355,26,8,7,9,0,14,2,0,1,0,0,39,0,0
356,29,2,0,9,0,4,2,0,1,7,78,39,0,1
357,42,0,97,9,0,6,2,0,1,0,0,39,0,0
358,13,0,49,9,3,3,3,0,0,0,0,91,0,0
359,34,0,32,9,2,6,1,0,1,95,0,2,0,0
360,13,0,20,8,2,2,3,0,0,0,0,39,21,0
361,10,0,21,1,2,8,3,0,0,0,0,39,0,0
362,11,0,1,12,2,2,1,0,1,0,0,39,0,0
363,30,0,2,12,2,1,1,0,1,0,0,5,0,0
364,22,1,9,8,2,9,3,0,1,0,3,49,0,0
365,38,0,17,14,0,0,2,0,1,24,0,57,0,1
366,35,0,56,3,2,2,1,0,1,0,0,39,0,0
367,30,7,2,8,1,0,3,4,0,0,0,83,0,0
368,15,0,12,8,0,6,2,0,1,61,0,39,0,0
369,27,0,9,11,2,2,1,4,1,0,28,54,18,0
370,77,0,78,8,0,1,2,4,1,0,0,44,0,0
371,4,0,14,8,0,1,2,0,1,0,0,39,0,0
372,9,0,26,10,0,7,2,0,1,0,0,61,0,0
373,8,1,10,8,0,9,2,0,1,0,0,49,0,0
374,3,1,8,12,0,9,2,4,1,0,0,44,18,0
375,23,0,5,9,0,1,2,0,1,0,0,39,0,0
376,57,0,18,8,0,1,2,0,1,0,0,45,0,1
377,5,0,7,12,2,2,3,0,1,0,0,49,20,0
378,42,0,7,6,2,6,1,0,1,0,0,59,0,0
379,39,4,31,14,0,5,0,0,0,7,85,29,0,1
380,16,6,14,8,2,6,3,1,1,97,0,39,8,0
381,9,0,13,7,4,3,5,0,1,0,0,49,0,0
382,10,0,15,9,2,2,1,0,0,0,0,39,0,0
383,26,0,6,8,2,2,3,0,1,0,0,39,0,0
384,40,0,14,8,0,8,2,0,1,0,0,44,0,0
385,7,0,4,8,0,7,2,4,1,0,0,49,0,0
386,66,0,11,9,2,8,1,0,0,12,0,37,0,0
387,24,0,2,8,0,1,2,0,1,0,0,44,20,0
388,23,3,9,8,0,1,2,0,1,0,0,39,24,1
389,29,0,2,8,2,7,1,0,0,85,0,41,0,0
390,1,0,20,14,2,5,1,0,1,0,0,39,0,0
391,29,4,19,8,0,12,2,0,1,0,0,34,0,1
392,36,0,30,5,0,1,2,0,1,0,0,54,0,1
393,32,0,12,14,0,9,2,0,1,0,67,19,0,0
394,2,0,2,12,1,8,1,0,0,0,0,30,0,0
395,8,0,9,9,2,3,1,4,0,0,0,19,0,0
396,9,0,72,9,2,4,1,1,0,0,0,41,10,0
397,49,0,11,5,0,1,2,0,1,0,0,29,0,0
398,37,0,8,9,2,2,3,0,0,0,0,42,0,0
399,19,0,21,13,2,5,3,0,1,1,0,39,0,0
400,7,0,6,12,0,5,2,0,1,0,0,59,0,1
401,35,0,10,9,0,8,2,0,1,0,0,79,0,0
402,3,5,25,11,0,5,2,0,1,0,0,39,0,0
403,12,4,12,4,0,6,2,0,1,0,0,39,0,0
404,49,0,12,9,4,6,5,4,0,2,0,91,25,1
405,13,1,12,8,2,8,4,0,0,0,46,39,0,0
406,15,0,2,8,3,2,5,0,0,0,0,39,0,0
407,35,0,57,9,2,2,4,0,1,0,32,39,31,0
408,16,0,5,0,2,2,3,0,0,73,0,9,28,0
409,16,0,15,8,1,7,5,0,0,48,0,39,0,0
410,22,0,14,9,1,8,3,0,0,0,0,39,0,0
411,25,0,11,8,0,1,2,0,1,15,0,49,0,1
412,41,0,8,9,0,5,2,0,1,0,0,5,0,1
413,5,0,15,8,0,1,2,0,1,0,0,39,0,0
414,26,0,13,11,2,8,3,0,1,0,0,39,0,0
415,7,1,72,2,0,9,2,0,1,0,0,61,0,0
416,43,5,18,9,0,4,2,0,1,0,0,39,0,1
417,22,5,7,12,1,8,3,0,0,0,0,34,0,0
418,45,0,4,9,0,4,2,0,1,0,0,39,0,0
419,50,0,14,10,0,4,2,0,1,0,0,64,41,1
420,15,1,17,14,1,5,5,0,0,73,0,91,0,0
421,34,8,43,12,0,4,2,4,1,0,0,54,34,0
422,39,8,6,8,3,14,3,0,1,61,0,59,0,0
423,30,1,86,4,2,2,3,0,0,66,30,74,0,1
424,15,0,7,12,0,4,2,0,1,0,0,59,0,0
425,38,0,13,8,2,4,3,0,1,0,0,22,0,0
426,53,0,8,12,1,2,3,0,0,0,0,44,0,0
427,18,8,12,11,1,14,5,1,0,0,0,39,10,0
428,38,8,6,9,0,10,2,0,1,0,67,59,0,1
429,33,8,85,9,0,14,0,0,0,0,92,1,0,1
430,23,5,12,9,0,3,2,2,1,0,39,39,20,1
431,40,0,12,8,2,10,4,1,1,0,0,49,30,0
432,39,0,11,8,0,10,2,0,1,0,0,55,0,0
433,16,4,0,12,0,5,4,4,1,37,0,39,0,0
434,35,2,16,12,5,4,4,2,1,0,92,57,18,1
435,25,0,16,12,0,4,2,0,1,0,0,74,0,0
436,35,0,33,8,0,1,2,0,1,0,39,39,0,0
437,35,5,4,10,0,0,2,2,1,0,0,72,33,1
438,39,2,75,9,0,4,2,0,1,0,0,32,0,1
439,5,0,34,8,0,5,0,0,0,0,0,34,0,0
440,2,0,14,8,2,6,1,4,0,2,0,39,0,0
441,12,5,6,12,4,8,3,0,0,9,0,51,4,0
442,29,6,18,9,1,13,3,3,0,0,0,39,26,0
443,14,1,16,12,2,5,3,0,0,0,0,39,0,0
444,35,8,8,8,2,14,3,0,1,0,0,79,0,0
445,27,0,98,9,0,5,2,0,1,0,13,39,0,1
446,14,0,4,6,2,3,3,4,1,0,0,49,32,1
447,14,0,7,8,0,7,2,0,1,0,0,39,0,0
448,28,0,14,9,0,2,2,0,1,0,0,39,0,0
449,29,0,29,9,0,3,2,4,1,0,96,39,6,1
450,11,0,6,8,2,6,3,0,1,0,0,61,0,0
451,10,0,16,2,1,7,3,0,1,0,0,69,0,0
452,8,4,10,13,1,5,3,0,0,0,0,7,0,0
453,29,0,10,12,0,1,2,0,1,0,0,59,28,0
454,21,0,13,8,0,4,2,0,1,15,0,45,0,1
455,21,0,75,13,0,5,2,0,1,0,0,49,0,1
456,17,0,12,8,0,1,2,0,1,0,0,39,0,0
457,18,0,11,9,0,1,2,0,1,0,0,41,0,0
458,6,5,1,9,2,2,3,0,1,0,0,39,0,0
459,6,3,93,9,0,8,0,1,0,79,64,11,20,1
460,64,3,17,8,2,8,3,0,0,69,0,69,0,0
461,28,0,11,2,2,11,1,1,0,0,0,39,0,0
